Dataset,Tissue,Cell Type,GENE,log2FC,P Value
Yegnasubramanian S. (PBMC),Blood,Natural killer cells,IGFBP7,-1.64181962756075,2.98487190588029e-79
Yegnasubramanian S. (PBMC),Blood,Natural killer cells,GZMB,-3.48946249868445,9.34634902898006e-73
Yegnasubramanian S. (PBMC),Blood,Natural killer cells,SH2D1B,-1.62409566828223,1.70296171660178e-70
Yegnasubramanian S. (PBMC),Blood,Natural killer cells,KLRC3,1.65678406323951,4.00651921052612e-64
Yegnasubramanian S. (PBMC),Blood,Natural killer cells,FCGR3A,-1.90947405615735,5.26182578299687e-62
Yegnasubramanian S. (PBMC),Blood,Natural killer cells,KIR3DL1,-1.64360653781137,1.45035971191879e-56
Yegnasubramanian S. (PBMC),Blood,Natural killer cells,SYNE1,0.945128114660241,2.2442478537264e-56
Yegnasubramanian S. (PBMC),Blood,Natural killer cells,CCL4,-4.94718003080022,2.67750170648516e-56
Yegnasubramanian S. (PBMC),Blood,Natural killer cells,CCL3,-2.44921233764783,3.67425014118884e-48
Yegnasubramanian S. (PBMC),Blood,Natural killer cells,AKR1C3,-1.23736531414695,6.99845274999128e-48
Yegnasubramanian S. (PBMC),Blood,Natural killer cells,KLRB1,-1.35625456978047,3.69318301835898e-46
Yegnasubramanian S. (PBMC),Blood,Natural killer cells,CD8A,1.41892669999139,9.29467262920007e-44
Yegnasubramanian S. (PBMC),Blood,Natural killer cells,KLRF1,-1.36639623616176,1.29744388017512e-39
Yegnasubramanian S. (PBMC),Blood,Natural killer cells,CD8B,0.791022052031272,2.19301971552965e-39
Yegnasubramanian S. (PBMC),Blood,Natural killer cells,SPON2,-2.67848043692495,1.203218231794e-36
Yegnasubramanian S. (PBMC),Blood,Natural killer cells,HOPX,-1.28745980675404,1.30960575412169e-36
Yegnasubramanian S. (PBMC),Blood,Natural killer cells,TRGV2,0.97977845635539,3.50790425024083e-36
Yegnasubramanian S. (PBMC),Blood,Natural killer cells,KLRG1,0.800165436031217,4.08656080639605e-31
Yegnasubramanian S. (PBMC),Blood,Natural killer cells,LAIR2,0.828989907306063,9.88700737209161e-31
Yegnasubramanian S. (PBMC),Blood,Natural killer cells,CCL5,2.32423103944529,7.67733339450783e-30
Yegnasubramanian S. (PBMC),Blood,Natural killer cells,IFIT2,0.814274506982801,9.53048264535045e-29
Yegnasubramanian S. (PBMC),Blood,Natural killer cells,CTSW,-1.16071199758204,2.18011752580402e-27
Yegnasubramanian S. (PBMC),Blood,Natural killer cells,KIR2DL1,-1.27513852678979,1.97437590445874e-26
Yegnasubramanian S. (PBMC),Blood,Natural killer cells,XCL1,-1.1881016067365,6.59924369172127e-26
Yegnasubramanian S. (PBMC),Blood,Natural killer cells,TRGV4,0.937880658181373,2.97997000246703e-23
Yegnasubramanian S. (PBMC),Blood,Natural killer cells,CCL4L2,1.18707392419971,8.26123673761608e-21
Yegnasubramanian S. (PBMC),Blood,Natural killer cells,CST7,-1.20143389748925,3.03965595414638e-17
Yegnasubramanian S. (PBMC),Blood,Natural killer cells,GNLY,2.71673556290208,8.00709847561871e-14
Yegnasubramanian S. (PBMC),Blood,Natural killer cells,PTGDS,2.01096571962425,8.07625633920834e-13
Yegnasubramanian S. (PBMC),Blood,Plasmablasts,JCHAIN,26.6587471352996,1.596427554534e-27
Yegnasubramanian S. (PBMC),Blood,Plasmablasts,MZB1,26.3472582655731,1.44200891032531e-26
Yegnasubramanian S. (PBMC),Blood,Plasmablasts,POU2AF1,8.99455262171113,4.85847433945832e-24
Yegnasubramanian S. (PBMC),Blood,Plasmablasts,TNFRSF17,17.0394225496022,1.02331574849223e-23
Yegnasubramanian S. (PBMC),Blood,Plasmablasts,TXNDC5,17.8954385706382,1.09167312553183e-22
Yegnasubramanian S. (PBMC),Blood,Plasmablasts,DERL3,16.8437368790547,2.5376938958218e-21
Yegnasubramanian S. (PBMC),Blood,Plasmablasts,STMN1,-17.5976148993345,5.15081661724788e-21
Yegnasubramanian S. (PBMC),Blood,Plasmablasts,ITM2C,14.9638086601193,6.67939660004572e-19
Yegnasubramanian S. (PBMC),Blood,Plasmablasts,HSP90B1,13.052951684335,1.99385432688052e-17
Yegnasubramanian S. (PBMC),Blood,Plasmablasts,IGLL5,15.0027946553787,2.09012232536714e-17
Yegnasubramanian S. (PBMC),Blood,Plasmablasts,IGHA1,15.2013927017801,1.45806934820765e-16
Yegnasubramanian S. (PBMC),Blood,Plasmablasts,SEC11C,10.6899270078214,4.83785800173094e-16
Yegnasubramanian S. (PBMC),Blood,Plasmablasts,IGKC,16.0656221814732,1.34496807640072e-14
Yegnasubramanian S. (PBMC),Blood,Plasmablasts,CD38,8.95564572823077,5.59139537686611e-12
Yegnasubramanian S. (PBMC),Blood,Plasmablasts,MKI67,-13.3900504342675,2.29556438607679e-11
Yegnasubramanian S. (PBMC),Blood,Plasmablasts,IGHG1,10.2796205008237,5.31835069921039e-11
Yegnasubramanian S. (PBMC),Blood,Plasmablasts,IGLC2,9.33810351788682,2.59601820533919e-10
Yegnasubramanian S. (PBMC),Blood,Plasmablasts,CENPF,-8.33784864058496,2.61632009456379e-09
Yegnasubramanian S. (PBMC),Blood,Plasmablasts,TYMS,-12.1563357857893,7.93787749035889e-09
Yegnasubramanian S. (PBMC),Blood,Plasmablasts,PCLAF,-9.19835523522932,2.09491152970109e-07
Yegnasubramanian S. (PBMC),Blood,Plasmablasts,UBE2C,-7.47380891758728,1.13697625295298e-06
Yegnasubramanian S. (PBMC),Blood,Plasmablasts,CDT1,-6.80639451592243,1.53573070668878e-06
Yegnasubramanian S. (PBMC),Blood,Plasmablasts,UHRF1,-6.81861391883692,2.10845528044331e-06
Yegnasubramanian S. (PBMC),Blood,Plasmablasts,CCNB2,-7.08180378933401,2.29915991426112e-06
Yegnasubramanian S. (PBMC),Blood,Plasmablasts,BIRC5,-8.77904611492146,4.1146407024075e-06
Yegnasubramanian S. (PBMC),Blood,Plasmablasts,TK1,-7.52552050554284,9.13471524612119e-06
Yegnasubramanian S. (PBMC),Blood,Plasmablasts,CDC20,-6.86315137998909,1.50813942871241e-05
Yegnasubramanian S. (PBMC),Blood,Plasmablasts,NUSAP1,-6.72498035742055,1.5524284169294e-05
Yegnasubramanian S. (PBMC),Blood,Plasmablasts,PKMYT1,-7.75277677266736,5.00414686900891e-05
Yegnasubramanian S. (PBMC),Blood,Plasmablasts,RRM2,-7.5017125507113,6.99337162703494e-05
Yegnasubramanian S. (PBMC),Blood,T cells,AREG,0.987137921619597,0.0
Yegnasubramanian S. (PBMC),Blood,T cells,DDX3Y,-0.467915029180637,0.0
Yegnasubramanian S. (PBMC),Blood,T cells,MT-ATP8,-0.993680109579411,0.0
Yegnasubramanian S. (PBMC),Blood,T cells,MT-ND2,-0.312259095251748,0.0
Yegnasubramanian S. (PBMC),Blood,T cells,MT-ND3,-0.489881239947187,0.0
Yegnasubramanian S. (PBMC),Blood,T cells,NFKBIA,1.18210048019543,0.0
Yegnasubramanian S. (PBMC),Blood,T cells,PPP1R15A,0.747072072489122,0.0
Yegnasubramanian S. (PBMC),Blood,T cells,RPS26,1.24381608589239,0.0
Yegnasubramanian S. (PBMC),Blood,T cells,RPS27,-0.911341073956482,0.0
Yegnasubramanian S. (PBMC),Blood,T cells,RPS4Y1,-1.97894489140055,0.0
Yegnasubramanian S. (PBMC),Blood,T cells,SCGB3A1,0.828079299498862,0.0
Yegnasubramanian S. (PBMC),Blood,T cells,TNFAIP3,1.71516684185565,0.0
Yegnasubramanian S. (PBMC),Blood,T cells,TSC22D3,0.687975534463876,0.0
Yegnasubramanian S. (PBMC),Blood,T cells,XIST,0.904588510244169,0.0
Yegnasubramanian S. (PBMC),Blood,T cells,TXNIP,0.60072477117538,2.0726113203896e-270
Yegnasubramanian S. (PBMC),Blood,T cells,KLF6,0.694889202123222,2.42304111213475e-254
Yegnasubramanian S. (PBMC),Blood,T cells,DDIT4,0.928031156667646,6.40769645569932e-251
Yegnasubramanian S. (PBMC),Blood,T cells,PTGER4,0.761644380558177,5.64284951061258e-220
Yegnasubramanian S. (PBMC),Blood,T cells,GADD45B,0.595198957526463,2.31937877011471e-208
Yegnasubramanian S. (PBMC),Blood,T cells,YPEL5,0.595687136092194,7.38420599764078e-206
Yegnasubramanian S. (PBMC),Blood,T cells,CSRNP1,0.659722131053045,4.34184806187354e-202
Yegnasubramanian S. (PBMC),Blood,T cells,ZNF331,0.683440338561847,1.87550112228574e-197
Yegnasubramanian S. (PBMC),Blood,T cells,NR4A2,0.704696272031409,4.92352400560294e-190
Yegnasubramanian S. (PBMC),Blood,T cells,RPS18,-0.351651770176073,2.29424402773467e-161
Yegnasubramanian S. (PBMC),Blood,T cells,RPL13,-0.404698734243303,4.05425251132293e-158
Yegnasubramanian S. (PBMC),Blood,T cells,RPL34,-0.307652122566713,1.89751328319782e-144
Yegnasubramanian S. (PBMC),Blood,T cells,TMSB4X,-0.343001129901419,2.15891710457768e-135
Yegnasubramanian S. (PBMC),Blood,T cells,CD69,0.640317247684757,9.71072218598629e-134
Yegnasubramanian S. (PBMC),Blood,T cells,ACTG1,-0.308244250559085,1.24753834395576e-128
Yegnasubramanian S. (PBMC),Blood,T cells,SOCS3,0.564712980471581,2.39042996283528e-127
Yegnasubramanian S. (PBMC),Blood,T cells,CD8A,-0.416757811577595,2.02578460575521e-97
Yegnasubramanian S. (PBMC),Blood,T cells,GIMAP7,-0.346627018881317,7.87218928636461e-85
Yegnasubramanian S. (PBMC),Blood,T cells,CRIP2,-0.476530859932165,2.90119362374153e-76
Yegnasubramanian S. (PBMC),Blood,T cells,TC2N,-0.31861667596306,6.03174452412608e-67
Yegnasubramanian S. (PBMC),Blood,T cells,CD8B,-0.485682008624879,9.94045017392794e-64
Yegnasubramanian S. (PBMC),Blood,T cells,RPLP1,-0.304509326395178,5.17565576182217e-55
Yegnasubramanian S. (PBMC),Blood,T cells,CCL5,-0.357660621344932,2.35141663772645e-38
Yegnasubramanian S. (PBMC),Blood,T cells,KLRB1,-0.498343481704091,1.80749622651723e-36
